Application. ID,Age,Gender,Location,Parents Edu.,Siblings,RAM-1 Score,RAM-2 Score,HS Score,School Rank,SOP,Admission Status
Ref#32544,17 yrs,Male,Western,M,Yes,20,16,46%,Avg,3.5,Yes
Ref#32623,21 yrs,Female,Western,F,No,42,33,81%,High,4.0,Yes
Ref#32714,16 yrs,Female,Eastern,M,No,56,67,21%,Avg,4.0,Yes
Ref#32852,19 yrs,Male,Eastern,F,Yes,31,24,89%,High,4.0,Yes
Ref#32941,20 yrs,Female,Central,M,No,31,24,61%,Low,3.0,No
Ref#33095,18 yrs,Female,Eastern,M+F,Yes,76,91,15%,Low,3.0,Yes
Ref#33194,22 yrs,Female,Western,F,No,98,100,24%,High,2.0,Yes
Ref#33239,22 yrs,Male,Eastern,F,Yes,78,93,66%,Avg,2.5,Yes
Ref#33363,16 yrs,Male,Western,M+F,No,48,38,76%,High,2.5,Yes
Ref#33412,19 yrs,Male,Western,F,No,26,20,53%,Low,3.5,Yes
Ref#33510,22 yrs,Male,Western,F,No,87,100,93%,High,2.5,Yes
Ref#33657,20 yrs,Female,Central,M+F,No,81,97,19%,Low,4.0,Yes
Ref#33777,17 yrs,Male,Central,M,No,12,9,25%,High,4.0,Yes
Ref#33871,16 yrs,Male,Eastern,F,Yes,27,21,68%,Avg,1.0,No
Ref#33993,15 yrs,Male,Eastern,M,No,21,16,27%,Low,4.5,Yes
Ref#34053,23 yrs,Male,Western,F,No,34,27,68%,Avg,3.0,No
Ref#34191,21 yrs,Male,Western,M+F,Yes,94,100,72%,Avg,3.5,Yes
Ref#34232,22 yrs,Female,Eastern,F,Yes,96,100,73%,High,2.5,Yes
Ref#34335,16 yrs,Male,Central,M,No,65,78,25%,High,1.5,No
Ref#34462,22 yrs,Male,Western,F,Yes,14,11,77%,Avg,2.0,No
Ref#34531,20 yrs,Female,Western,M,No,42,33,30%,High,1.0,No
Ref#34620,23 yrs,Female,Western,M+F,Yes,13,10,66%,Low,4.5,Yes
Ref#34718,23 yrs,Female,Western,M,Yes,32,25,90%,Avg,4.0,Yes
Ref#34841,22 yrs,Male,Central,F,No,67,80,82%,Avg,4.5,Yes
Ref#34917,16 yrs,Male,Eastern,M+F,No,53,63,37%,Low,3.0,No
Ref#35096,16 yrs,Male,Central,F,Yes,49,39,60%,Low,3.5,Yes
Ref#35162,22 yrs,Female,Western,M,Yes,25,20,97%,High,2.5,Yes
Ref#35280,19 yrs,Female,Central,M,Yes,77,92,17%,Avg,1.5,Yes
Ref#35343,23 yrs,Female,Western,M,No,63,75,43%,Avg,3.5,Yes
Ref#35432,15 yrs,Male,Western,F,No,57,68,20%,High,4.0,Yes
Ref#35582,17 yrs,Female,Central,M+F,No,91,100,60%,Low,2.5,Yes
Ref#35630,22 yrs,Female,Eastern,M+F,No,36,28,39%,Avg,2.5,No
Ref#35793,18 yrs,Male,Central,M+F,No,15,12,68%,Avg,1.0,No
Ref#35842,17 yrs,Female,Western,M+F,Yes,64,76,90%,Low,3.5,Yes
Ref#35941,19 yrs,Male,Eastern,F,Yes,76,91,40%,High,4.0,Yes
Ref#36036,23 yrs,Male,Western,F,Yes,16,12,65%,High,1.5,No
Ref#36154,19 yrs,Male,Western,M+F,No,40,32,95%,Avg,3.5,Yes
Ref#36272,18 yrs,Female,Central,M+F,Yes,17,13,27%,Low,1.0,Yes
Ref#36343,17 yrs,Male,Eastern,F,Yes,37,29,24%,High,4.0,Yes
Ref#36468,21 yrs,Male,Eastern,M,No,63,75,86%,Low,3.5,Yes
Ref#36561,23 yrs,Female,Eastern,M+F,No,61,73,53%,Low,4.0,Yes
Ref#36631,17 yrs,Male,Central,F,No,94,100,92%,High,2.5,Yes
Ref#36718,21 yrs,Male,Western,M,No,16,12,52%,High,3.0,No
Ref#36810,20 yrs,Female,Central,F,No,17,13,93%,Avg,2.5,No
Ref#36996,22 yrs,Female,Central,M,Yes,49,39,18%,Avg,2.0,No
Ref#37019,15 yrs,Female,Central,M+F,No,39,31,15%,Low,4.5,Yes
Ref#37115,16 yrs,Female,Western,M+F,Yes,45,36,12%,Avg,3.0,Yes
Ref#37245,18 yrs,Female,Eastern,M+F,No,23,18,18%,High,3.0,No
Ref#37349,16 yrs,Female,Western,F,No,43,34,50%,Avg,2.0,No
Ref#37472,16 yrs,Female,Central,F,No,19,15,29%,Avg,1.5,No
Ref#37513,21 yrs,Male,Western,F,Yes,15,12,74%,High,3.5,Yes
Ref#37646,19 yrs,Male,Eastern,F,Yes,91,100,36%,Avg,1.5,Yes
Ref#37718,23 yrs,Male,Western,F,Yes,23,18,46%,Avg,4.5,Yes
Ref#37857,21 yrs,Female,Eastern,M+F,Yes,78,93,52%,Low,4.5,Yes
Ref#37980,16 yrs,Female,Western,M,No,18,14,11%,Avg,3.5,Yes
Ref#38060,20 yrs,Female,Western,F,Yes,85,100,11%,Avg,3.5,Yes
Ref#38156,22 yrs,Female,Eastern,F,No,39,31,73%,High,2.5,No
Ref#38264,19 yrs,Female,Western,M,No,30,24,51%,Avg,3.0,No
Ref#38361,17 yrs,Male,Central,M+F,No,48,38,83%,Avg,2.0,No
Ref#38435,22 yrs,Male,Eastern,M,No,55,66,24%,High,3.5,Yes
Ref#38590,18 yrs,Male,Eastern,M,Yes,26,20,98%,Low,4.5,Yes
Ref#38618,15 yrs,Male,Western,M,Yes,55,66,87%,Low,2.0,No
Ref#38729,19 yrs,Male,Eastern,M,Yes,12,9,92%,Avg,1.5,No
Ref#38881,20 yrs,Male,Eastern,F,Yes,98,100,62%,Avg,1.0,Yes
Ref#38970,22 yrs,Female,Eastern,M,No,25,20,63%,Avg,4.5,Yes
Ref#39096,19 yrs,Male,Western,M+F,No,45,36,39%,Avg,3.5,Yes
Ref#39135,19 yrs,Male,Eastern,M+F,No,72,86,69%,High,2.0,No
Ref#39248,23 yrs,Female,Central,F,No,47,37,48%,Low,5.0,Yes
Ref#39341,19 yrs,Female,Western,M,No,24,19,98%,Low,2.5,No
Ref#39421,17 yrs,Female,Central,F,No,20,16,38%,Avg,1.0,No
Ref#39543,20 yrs,Female,Eastern,F,No,66,79,28%,Low,1.0,No
Ref#39652,19 yrs,Female,Western,M+F,Yes,55,66,27%,High,3.0,Yes
Ref#39789,16 yrs,Female,Eastern,M+F,No,19,15,17%,Low,3.0,No
Ref#39813,21 yrs,Female,Central,F,No,62,74,93%,Avg,3.0,No
Ref#39967,18 yrs,Female,Western,M+F,No,80,96,52%,Low,2.0,Yes
Ref#40075,19 yrs,Male,Central,F,Yes,77,92,28%,Low,3.5,Yes
Ref#40137,20 yrs,Female,Western,F,No,86,100,82%,Avg,1.5,Yes
Ref#40289,23 yrs,Male,Eastern,F,No,89,100,13%,Low,2.0,Yes
Ref#40398,17 yrs,Female,Western,M+F,Yes,90,100,20%,Avg,4.0,Yes
Ref#40449,17 yrs,Female,Western,M+F,Yes,45,36,49%,Low,4.5,Yes
Ref#40590,20 yrs,Male,Eastern,M+F,Yes,80,96,17%,Avg,4.0,Yes
Ref#40612,19 yrs,Male,Central,M+F,No,13,10,74%,High,2.5,No
Ref#40757,19 yrs,Male,Western,F,Yes,56,67,69%,High,4.5,Yes
Ref#40851,18 yrs,Male,Eastern,M,No,24,19,20%,Avg,3.0,No
Ref#40931,19 yrs,Male,Eastern,F,No,49,39,54%,High,3.5,Yes
Ref#41017,21 yrs,Male,Western,F,No,37,29,71%,Low,2.0,No
Ref#41159,21 yrs,Male,Western,M+F,Yes,86,100,17%,Low,2.0,Yes
Ref#41238,22 yrs,Female,Central,F,No,41,32,40%,Low,3.5,Yes
Ref#41321,20 yrs,Male,Eastern,M,Yes,38,30,91%,Avg,1.5,No
Ref#41469,16 yrs,Male,Central,M,Yes,20,16,43%,Low,4.5,Yes
Ref#41528,23 yrs,Female,Central,F,No,45,36,55%,Avg,3.5,Yes
Ref#41677,18 yrs,Female,Western,F,No,15,12,79%,Avg,2.5,No
Ref#41741,21 yrs,Female,Western,F,Yes,75,90,48%,High,1.5,No
Ref#41843,17 yrs,Male,Western,M+F,Yes,73,87,54%,Low,2.5,Yes
Ref#41970,16 yrs,Male,Central,M+F,Yes,95,100,50%,Avg,2.5,Yes
Ref#42025,21 yrs,Female,Eastern,M,No,91,100,53%,Avg,1.0,Yes
Ref#42124,21 yrs,Female,Eastern,F,No,25,20,25%,Low,2.0,No
Ref#42260,16 yrs,Male,Eastern,M,Yes,71,85,68%,High,4.5,Yes
Ref#42369,23 yrs,Female,Central,F,No,71,85,79%,Low,4.0,Yes
Ref#42452,18 yrs,Female,Central,M+F,No,35,28,53%,Low,2.0,No
Ref#42518,21 yrs,Female,Central,M+F,No,38,30,99%,Avg,3.0,No
Ref#42614,16 yrs,Male,Central,M,No,46,36,72%,High,4.0,Yes
Ref#42785,16 yrs,Female,Eastern,F,Yes,25,20,79%,Low,3.5,Yes
Ref#42860,20 yrs,Female,Eastern,M,No,82,98,12%,Avg,4.0,Yes
Ref#42998,23 yrs,Female,Eastern,F,No,17,13,44%,Low,1.5,No
Ref#43015,17 yrs,Female,Central,M,No,99,100,84%,High,2.0,Yes
Ref#43128,21 yrs,Male,Eastern,M,Yes,91,100,26%,Avg,3.0,Yes
Ref#43255,15 yrs,Male,Eastern,F,No,26,20,22%,High,4.0,Yes
Ref#43318,17 yrs,Male,Eastern,M,Yes,93,100,39%,Avg,1.5,Yes
Ref#43491,18 yrs,Male,Western,F,No,67,80,82%,Avg,2.0,No
Ref#43527,23 yrs,Female,Eastern,M,Yes,98,100,95%,High,1.5,Yes
Ref#43672,23 yrs,Female,Eastern,M,No,76,91,91%,Low,4.0,Yes
Ref#43722,23 yrs,Female,Central,F,Yes,25,20,93%,Low,1.5,No
Ref#43829,18 yrs,Male,Western,M,Yes,71,85,48%,Low,1.5,No
Ref#43913,17 yrs,Male,Central,M+F,Yes,21,16,91%,Low,2.0,Yes
Ref#44045,22 yrs,Female,Central,M+F,No,50,60,84%,Avg,1.5,No
Ref#44164,19 yrs,Female,Western,M+F,Yes,13,10,75%,High,4.5,Yes
Ref#44224,20 yrs,Female,Central,M,No,18,14,80%,High,2.5,Yes
Ref#44352,15 yrs,Male,Eastern,F,Yes,76,91,62%,High,3.0,Yes
Ref#44429,22 yrs,Male,Western,F,No,97,100,67%,Avg,4.0,Yes
Ref#44529,23 yrs,Female,Central,M,Yes,21,16,28%,Low,4.0,Yes
Ref#44693,23 yrs,Female,Western,F,No,20,16,68%,Low,4.5,Yes
Ref#44746,19 yrs,Male,Western,M+F,No,53,63,11%,High,2.5,No
Ref#44852,23 yrs,Female,Central,F,No,22,17,15%,Low,2.0,No
Ref#44945,23 yrs,Female,Eastern,M+F,No,39,31,40%,High,1.5,No
Ref#45069,15 yrs,Female,Western,M+F,No,40,32,38%,High,3.0,No
Ref#45129,18 yrs,Male,Eastern,F,Yes,80,96,43%,Avg,4.0,Yes
Ref#45262,17 yrs,Male,Eastern,F,No,96,100,11%,High,4.0,Yes
Ref#45323,21 yrs,Female,Western,M,Yes,47,37,50%,High,3.5,Yes
Ref#45447,19 yrs,Male,Western,M,No,48,38,97%,Avg,2.0,No
Ref#45537,18 yrs,Male,Eastern,M+F,No,77,92,65%,High,3.0,Yes
Ref#45675,18 yrs,Male,Central,M,Yes,51,61,87%,High,4.0,Yes
Ref#45738,16 yrs,Male,Central,M+F,No,60,72,66%,Low,2.0,No
Ref#45867,20 yrs,Female,Central,M+F,Yes,69,82,31%,Low,2.0,Yes
Ref#45935,23 yrs,Female,Western,M+F,No,60,72,76%,High,2.0,Yes
Ref#46026,16 yrs,Female,Western,F,No,85,100,27%,Avg,3.0,Yes
Ref#46159,19 yrs,Female,Western,F,No,41,32,39%,Avg,1.5,No
Ref#46245,20 yrs,Female,Eastern,M+F,Yes,26,20,18%,High,2.0,Yes
Ref#46395,16 yrs,Male,Eastern,M,Yes,77,92,17%,Avg,4.5,Yes
Ref#46428,17 yrs,Female,Eastern,M,Yes,11,8,93%,High,4.5,Yes
Ref#46546,22 yrs,Female,Western,F,No,99,100,49%,High,1.0,Yes
Ref#46625,21 yrs,Male,Western,F,No,28,22,88%,Low,3.5,Yes
Ref#46786,17 yrs,Male,Western,M,Yes,64,76,71%,Low,1.5,No
Ref#46877,18 yrs,Male,Eastern,F,No,14,11,70%,Low,4.0,Yes
Ref#46980,22 yrs,Male,Central,M,No,47,37,39%,Low,4.5,Yes
Ref#47089,19 yrs,Female,Western,M+F,Yes,45,36,39%,Avg,2.5,Yes
Ref#47136,22 yrs,Female,Central,F,Yes,50,60,84%,High,3.0,Yes
Ref#47264,17 yrs,Female,Eastern,M+F,No,14,11,89%,Low,2.5,No
Ref#47398,20 yrs,Male,Eastern,M+F,Yes,27,21,52%,Low,2.5,Yes
Ref#47456,16 yrs,Female,Western,M+F,Yes,61,73,70%,High,4.0,Yes
Ref#47528,15 yrs,Male,Central,F,No,93,100,70%,Low,2.0,Yes
Ref#47638,17 yrs,Female,Eastern,F,No,89,100,79%,Low,3.0,Yes
Ref#47779,19 yrs,Female,Western,M,Yes,50,60,62%,Low,4.5,Yes
Ref#47885,21 yrs,Female,Eastern,F,No,32,25,83%,Avg,2.5,No
Ref#47959,22 yrs,Male,Central,M,No,22,17,40%,Low,2.0,No
Ref#48024,18 yrs,Female,Western,F,No,52,62,85%,High,4.0,Yes
Ref#48194,23 yrs,Female,Central,M+F,No,69,82,15%,High,3.5,Yes
Ref#48286,16 yrs,Female,Eastern,M,No,91,100,65%,Avg,4.5,Yes
Ref#48343,15 yrs,Female,Western,M+F,No,68,81,56%,High,2.5,No
Ref#48441,19 yrs,Male,Eastern,F,Yes,46,36,98%,High,4.0,Yes
Ref#48564,17 yrs,Male,Eastern,M+F,No,40,32,67%,Low,2.0,No
Ref#48645,22 yrs,Male,Eastern,F,Yes,78,93,54%,Low,3.5,Yes
Ref#48754,20 yrs,Female,Eastern,M,No,98,100,56%,High,2.5,Yes
Ref#48866,15 yrs,Male,Central,M+F,Yes,12,9,79%,High,3.0,Yes
Ref#48924,15 yrs,Male,Western,F,Yes,55,66,48%,Low,1.5,No
Ref#49028,16 yrs,Female,Central,M+F,No,13,10,51%,High,1.0,No
Ref#49188,22 yrs,Male,Western,M,No,87,100,28%,Low,3.5,Yes
Ref#49222,23 yrs,Male,Central,F,Yes,89,100,11%,Avg,2.0,Yes
Ref#49385,19 yrs,Female,Central,F,Yes,14,11,31%,Avg,1.0,No
Ref#49426,23 yrs,Female,Eastern,M+F,Yes,46,36,25%,Avg,3.5,Yes
Ref#49558,20 yrs,Male,Central,F,No,87,100,27%,High,4.0,Yes
Ref#49691,17 yrs,Female,Eastern,M+F,No,27,21,62%,Avg,4.5,Yes
Ref#49721,15 yrs,Female,Central,F,Yes,52,62,74%,Low,2.5,No
Ref#49859,17 yrs,Female,Eastern,M+F,Yes,99,100,44%,High,1.0,Yes
Ref#49953,17 yrs,Female,Central,M,Yes,41,32,36%,High,4.5,Yes
Ref#50080,16 yrs,Female,Western,M+F,Yes,41,32,34%,Low,3.0,Yes
Ref#50165,21 yrs,Female,Western,M,Yes,27,21,41%,High,2.5,No
Ref#50252,20 yrs,Female,Eastern,F,Yes,44,35,73%,Low,2.5,No
Ref#50393,17 yrs,Male,Western,F,Yes,45,36,73%,Low,3.0,No
Ref#50460,21 yrs,Female,Western,M,Yes,44,35,15%,Low,4.5,Yes
Ref#50570,17 yrs,Male,Eastern,F,No,75,90,41%,High,2.0,No
Ref#50671,18 yrs,Male,Eastern,F,No,19,15,74%,Avg,4.0,Yes
Ref#50778,17 yrs,Male,Western,M,Yes,41,32,98%,High,2.5,Yes
Ref#50814,15 yrs,Female,Western,F,Yes,69,82,70%,High,4.0,Yes
Ref#50956,21 yrs,Male,Central,F,No,65,78,44%,Low,3.5,Yes
Ref#51032,21 yrs,Male,Eastern,M+F,Yes,52,62,17%,High,2.5,Yes
Ref#51167,18 yrs,Female,Central,F,Yes,87,100,96%,Avg,4.5,Yes
Ref#51224,16 yrs,Female,Eastern,F,No,46,36,51%,Avg,1.5,No
Ref#51321,23 yrs,Female,Eastern,F,No,58,69,80%,Avg,2.0,No
Ref#51418,20 yrs,Female,Western,M+F,No,50,60,61%,Low,2.0,No
Ref#51520,15 yrs,Female,Central,F,Yes,96,100,15%,Low,2.5,Yes
Ref#51617,23 yrs,Female,Central,F,Yes,43,34,37%,Low,3.0,No
Ref#51733,20 yrs,Female,Western,M,Yes,40,32,90%,Low,1.5,No
Ref#51872,16 yrs,Female,Western,M+F,Yes,49,39,18%,High,4.5,Yes
Ref#51981,15 yrs,Male,Central,M,No,77,92,20%,High,4.5,Yes
Ref#52022,17 yrs,Male,Eastern,F,Yes,23,18,55%,High,3.0,No
Ref#52122,23 yrs,Female,Western,F,No,92,100,84%,Low,4.5,Yes
Ref#52261,15 yrs,Female,Eastern,F,No,41,32,88%,Low,1.0,No
Ref#52320,20 yrs,Male,Eastern,M+F,No,50,60,95%,High,2.0,Yes
Ref#52415,17 yrs,Male,Western,F,Yes,37,29,71%,Avg,3.5,Yes
Ref#52552,16 yrs,Female,Eastern,M+F,No,67,80,63%,High,3.0,No
Ref#52651,16 yrs,Male,Eastern,M,No,72,86,20%,High,1.5,No
Ref#52757,20 yrs,Male,Western,M+F,Yes,27,21,20%,Low,3.0,Yes
Ref#52818,23 yrs,Female,Western,M+F,Yes,28,22,64%,Low,4.0,Yes
Ref#52986,16 yrs,Female,Central,M,No,75,90,25%,Low,4.0,Yes
Ref#53070,21 yrs,Female,Eastern,F,No,29,23,79%,Low,4.5,Yes
Ref#53171,18 yrs,Male,Central,M,No,86,100,14%,High,4.5,Yes
Ref#53213,19 yrs,Female,Central,M,No,61,73,52%,Low,3.5,Yes
Ref#53339,21 yrs,Male,Western,M+F,No,29,23,56%,Avg,3.0,No
Ref#53465,18 yrs,Female,Western,M,Yes,88,100,72%,High,4.5,Yes
Ref#53586,16 yrs,Female,Central,M,No,77,92,40%,High,3.5,Yes
Ref#53620,18 yrs,Male,Western,M+F,No,83,99,61%,Avg,3.5,Yes
Ref#53771,19 yrs,Male,Western,M+F,Yes,60,72,81%,Low,3.0,Yes
Ref#53898,17 yrs,Male,Central,M,No,76,91,11%,Avg,2.0,Yes
Ref#53925,22 yrs,Male,Western,M+F,Yes,12,9,63%,High,1.0,Yes
Ref#54096,22 yrs,Female,Eastern,F,Yes,20,16,88%,High,2.5,Yes
Ref#54132,16 yrs,Female,Central,F,No,97,100,55%,Avg,2.5,Yes
Ref#54278,22 yrs,Male,Eastern,F,Yes,78,93,12%,High,2.0,Yes
Ref#54363,23 yrs,Female,Western,M,No,81,97,73%,Avg,4.0,Yes
Ref#54493,20 yrs,Male,Eastern,M,No,86,100,37%,High,2.0,Yes
Ref#54539,16 yrs,Male,Western,M,Yes,99,100,36%,Avg,3.0,Yes
Ref#54693,23 yrs,Female,Central,M+F,Yes,81,97,71%,Avg,3.0,Yes
Ref#54721,23 yrs,Female,Central,M,Yes,71,85,88%,Avg,1.0,No
Ref#54881,20 yrs,Female,Central,M,No,37,29,25%,Avg,2.0,No
Ref#54978,16 yrs,Female,Central,M+F,No,48,38,15%,Avg,3.0,No
Ref#55030,21 yrs,Female,Western,M+F,Yes,99,100,83%,Avg,1.5,Yes
Ref#55141,20 yrs,Male,Central,F,Yes,49,39,12%,Avg,3.5,Yes
Ref#55210,21 yrs,Female,Eastern,M,No,29,23,87%,Avg,1.5,No
Ref#55359,16 yrs,Female,Central,M,Yes,78,93,39%,Avg,1.5,Yes
Ref#55438,16 yrs,Male,Western,F,Yes,35,28,42%,Avg,1.5,No
Ref#55581,23 yrs,Female,Eastern,F,Yes,59,70,45%,High,4.5,Yes
Ref#55648,22 yrs,Female,Central,F,No,69,82,84%,High,4.0,Yes
Ref#55733,21 yrs,Female,Central,M,Yes,36,28,90%,Low,5.0,Yes
Ref#55854,17 yrs,Male,Central,M+F,Yes,56,67,42%,Low,4.0,Yes
Ref#55938,19 yrs,Female,Western,M,Yes,60,72,73%,High,4.0,Yes
Ref#56047,20 yrs,Female,Western,M+F,No,22,17,19%,Avg,1.5,No
Ref#56118,23 yrs,Female,Western,M,Yes,81,97,80%,Low,1.5,Yes
Ref#56292,23 yrs,Female,Central,F,Yes,77,92,51%,High,2.0,Yes
Ref#56398,19 yrs,Female,Eastern,M,Yes,78,93,52%,High,3.0,Yes
Ref#56449,23 yrs,Female,Western,M+F,No,49,39,96%,Avg,2.5,No
Ref#56513,19 yrs,Male,Eastern,M,Yes,98,100,56%,Avg,1.5,Yes
Ref#56624,17 yrs,Male,Central,F,Yes,82,98,73%,Low,3.5,Yes
Ref#56784,20 yrs,Female,Western,F,Yes,18,14,11%,Low,2.0,No
Ref#56839,19 yrs,Female,Central,M,Yes,29,23,23%,High,2.0,No
Ref#56979,21 yrs,Male,Western,F,Yes,45,36,16%,Low,1.5,No
Ref#57017,18 yrs,Male,Eastern,M+F,Yes,92,100,75%,Low,2.0,Yes
Ref#57138,20 yrs,Female,Eastern,M,No,32,25,49%,High,1.5,No
Ref#57243,21 yrs,Male,Central,F,Yes,44,35,59%,High,1.5,No
Ref#57378,15 yrs,Male,Central,F,No,36,28,28%,High,4.0,Yes
Ref#57470,20 yrs,Male,Western,F,No,95,100,25%,High,3.0,Yes
Ref#57527,19 yrs,Male,Eastern,F,No,69,82,54%,Low,2.5,No
Ref#57647,17 yrs,Female,Central,M+F,Yes,49,39,44%,High,4.5,Yes
Ref#57733,16 yrs,Male,Eastern,F,No,100,100,39%,High,2.5,Yes
Ref#57851,18 yrs,Male,Eastern,F,No,11,8,10%,Avg,2.0,No
Ref#57958,19 yrs,Female,Eastern,F,Yes,44,35,18%,Low,2.5,No
Ref#58075,15 yrs,Male,Eastern,M,No,87,100,20%,Low,1.0,Yes
Ref#58172,22 yrs,Female,Central,F,Yes,11,8,83%,Avg,1.0,No
Ref#58242,18 yrs,Female,Western,M+F,Yes,75,90,83%,Avg,1.5,Yes
Ref#58381,22 yrs,Male,Western,M,Yes,80,96,37%,Low,2.0,Yes
Ref#58495,22 yrs,Male,Eastern,M,Yes,56,67,42%,High,4.0,Yes
Ref#58568,20 yrs,Female,Eastern,M,Yes,53,63,36%,High,4.0,Yes
Ref#58646,16 yrs,Male,Central,F,Yes,61,73,85%,Avg,4.5,Yes
Ref#58777,16 yrs,Female,Central,M,Yes,47,37,17%,Low,2.0,No
Ref#58845,18 yrs,Female,Eastern,M+F,Yes,51,61,29%,Avg,4.5,Yes
Ref#58968,18 yrs,Female,Eastern,M,Yes,58,69,16%,Low,2.0,No
Ref#59022,21 yrs,Male,Western,F,No,42,33,32%,High,3.0,No
Ref#59127,21 yrs,Male,Eastern,M+F,Yes,66,79,76%,Low,4.5,Yes
Ref#59258,20 yrs,Female,Central,M,No,94,100,33%,Avg,1.0,Yes
Ref#59317,20 yrs,Male,Eastern,M,No,47,37,68%,High,3.5,Yes
Ref#59445,22 yrs,Male,Eastern,F,Yes,14,11,55%,Avg,3.5,Yes
Ref#59514,17 yrs,Female,Central,M+F,Yes,46,36,35%,High,4.5,Yes
Ref#59616,22 yrs,Male,Western,M,No,65,78,100%,Avg,3.0,No
Ref#59757,20 yrs,Male,Central,F,Yes,45,36,53%,High,2.5,No
Ref#59891,17 yrs,Male,Central,F,Yes,86,100,80%,Low,1.5,Yes
Ref#59917,16 yrs,Female,Central,M,Yes,28,22,97%,High,2.5,Yes
Ref#60034,15 yrs,Male,Eastern,F,Yes,21,16,80%,High,1.5,Yes
Ref#60172,22 yrs,Female,Western,M,No,39,31,83%,High,4.5,Yes
Ref#60240,19 yrs,Female,Central,M,Yes,27,21,43%,Avg,3.5,Yes
Ref#60397,22 yrs,Female,Central,M,No,48,38,39%,Avg,1.5,No
Ref#60498,15 yrs,Male,Eastern,M,No,83,99,52%,Avg,3.0,Yes
Ref#60547,22 yrs,Female,Eastern,M,No,99,100,27%,High,2.0,Yes
Ref#60696,15 yrs,Female,Eastern,M+F,Yes,30,24,49%,High,2.0,Yes
Ref#60729,15 yrs,Female,Western,M,No,13,10,38%,High,2.5,No
Ref#60836,22 yrs,Male,Central,M+F,Yes,71,85,52%,Avg,3.0,Yes
Ref#60998,20 yrs,Male,Eastern,F,Yes,87,100,79%,Low,1.0,Yes
Ref#61010,15 yrs,Male,Central,M,No,68,81,63%,Low,4.0,Yes
Ref#61144,18 yrs,Female,Eastern,M+F,No,62,74,24%,Avg,2.0,No
Ref#61217,19 yrs,Male,Eastern,M,Yes,92,100,98%,Avg,4.0,Yes
Ref#61362,17 yrs,Female,Western,F,No,16,12,51%,Avg,3.5,Yes
Ref#61470,22 yrs,Male,Central,M,Yes,100,100,57%,Avg,3.5,Yes
Ref#61532,22 yrs,Female,Western,M,No,33,26,12%,High,1.0,No
Ref#61696,18 yrs,Female,Central,M+F,Yes,86,100,86%,Avg,1.0,Yes
Ref#61716,16 yrs,Female,Central,M,No,50,60,76%,Avg,3.0,No
Ref#61833,16 yrs,Male,Western,F,Yes,30,24,14%,High,4.5,Yes
Ref#61915,16 yrs,Male,Eastern,M+F,No,77,92,34%,Avg,4.5,Yes
Ref#62016,23 yrs,Female,Eastern,M+F,No,86,100,42%,Low,1.0,Yes
Ref#62137,15 yrs,Female,Eastern,M+F,No,20,16,95%,Avg,3.0,No
Ref#62276,15 yrs,Male,Eastern,M,No,38,30,94%,High,2.0,Yes
Ref#62345,17 yrs,Female,Central,M,Yes,92,100,33%,Avg,2.0,Yes
Ref#62417,15 yrs,Male,Western,F,Yes,31,24,49%,Low,2.5,No
Ref#62529,23 yrs,Female,Eastern,M+F,Yes,49,39,78%,High,2.5,Yes
Ref#62614,19 yrs,Female,Eastern,F,No,89,100,16%,Low,4.5,Yes
Ref#62712,20 yrs,Male,Western,M+F,Yes,23,18,69%,High,4.0,Yes
Ref#62828,16 yrs,Female,Eastern,F,No,36,28,38%,Low,3.0,No
Ref#62993,15 yrs,Female,Central,M,No,29,23,15%,Avg,3.5,Yes
Ref#63060,16 yrs,Male,Central,M+F,Yes,20,16,82%,Low,3.5,Yes
Ref#63175,21 yrs,Male,Western,M,Yes,57,68,55%,High,3.5,Yes
Ref#63290,20 yrs,Male,Eastern,F,Yes,84,100,67%,Low,1.5,Yes
Ref#63331,16 yrs,Male,Eastern,M+F,No,100,100,96%,Low,1.0,Yes
Ref#63469,18 yrs,Female,Western,M,No,78,93,86%,High,5.0,Yes
Ref#63533,16 yrs,Female,Central,M,No,75,90,71%,High,4.0,Yes
Ref#63692,21 yrs,Female,Eastern,M,Yes,65,78,85%,High,1.0,Yes
Ref#63716,15 yrs,Female,Western,M+F,No,52,62,67%,Avg,1.0,No
Ref#63827,20 yrs,Male,Eastern,F,Yes,36,28,77%,Avg,3.5,Yes
Ref#63991,22 yrs,Male,Central,M+F,No,85,100,78%,Avg,3.5,Yes
Ref#64057,21 yrs,Male,Central,F,No,18,14,37%,Avg,2.0,No
Ref#64190,15 yrs,Female,Eastern,M+F,Yes,89,100,79%,Avg,4.0,Yes
Ref#64239,19 yrs,Male,Western,M+F,Yes,85,100,76%,Low,2.5,Yes
Ref#64335,21 yrs,Female,Central,F,No,12,9,82%,Avg,1.0,No
Ref#64454,19 yrs,Male,Western,M+F,No,88,100,92%,Avg,3.5,Yes
Ref#64551,20 yrs,Male,Central,F,Yes,33,26,68%,High,1.5,No
Ref#64687,22 yrs,Male,Eastern,F,Yes,25,20,54%,Low,1.0,No
Ref#64767,16 yrs,Male,Central,M,Yes,79,94,99%,Low,3.5,Yes
Ref#64893,23 yrs,Female,Western,M+F,No,95,100,66%,Low,4.5,Yes
Ref#64948,23 yrs,Female,Eastern,M,No,84,100,97%,Low,4.5,Yes
Ref#65032,18 yrs,Female,Central,F,No,43,34,49%,Low,1.5,No
