Gender,Location,Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
Male,Jeddah,14,25,24,9,64,59,59,58
Male,Makkah,23,14,11,17,89,98,88,90
Female,Riyadh,11,17,9,8,45,44,54,40
Female,Madinah,8,24,9,13,47,60,56,53
Female,Riyadh,10,18,8,10,55,55,61,53
Female,Jeddah,15,5,23,7,53,39,54,40
Female,Madinah,13,22,9,13,34,30,36,36
Female,Qassim,1,25,15,3,13,29,26,16
Female,Riyadh,16,23,16,19,73,56,54,67
Female,Riyadh,20,13,13,14,73,68,82,71
Male,Dhahran,6,7,24,15,50,47,58,50
Female,Dhahran,7,16,15,9,52,61,45,48
Male,Madinah,4,10,12,8,27,25,35,28
Female,Makkah,9,9,19,5,19,13,26,20
Male,Dhahran,10,18,17,10,60,62,63,55
Female,Dhahran,15,11,6,10,59,72,54,63
Male,Makkah,18,6,8,12,70,62,81,63
Female,Qassim,11,19,10,13,71,78,79,69
Female,Makkah,11,6,8,15,68,65,57,64
Male,Riyadh,4,6,16,12,27,30,35,32
Male,Dammam,11,10,15,21,71,63,80,71
Female,Dammam,22,7,20,21,86,77,73,85
Male,Qassim,3,10,11,4,33,46,40,32
Male,Dhahran,15,16,18,12,39,51,57,47
Male,Dhahran,13,9,12,7,33,32,30,34
Female,Dhahran,12,8,25,12,62,54,63,52
Male,Dhahran,13,6,16,15,46,38,50,45
Male,Dammam,0,23,13,4,29,17,13,15
Male,Makkah,16,10,10,13,58,47,40,50
Male,Dammam,9,8,25,13,49,32,39,39
Male,Dhahran,7,19,8,10,28,19,23,23
Female,Makkah,12,10,9,12,49,60,56,52
Male,Dhahran,8,16,13,15,61,60,49,58
Male,Dammam,7,9,25,8,20,34,29,26
Female,Riyadh,7,18,21,8,37,26,26,28
Male,Dhahran,15,13,12,13,69,57,57,60
Male,Makkah,7,15,12,5,38,49,53,36
Male,Dhahran,6,19,5,4,38,39,39,32
Female,Dhahran,11,17,7,8,59,58,59,50
Female,Makkah,20,13,5,19,81,68,65,76
Female,Riyadh,7,7,11,5,23,37,22,26
Male,Qassim,16,13,24,13,57,56,64,58
Female,Dhahran,11,25,13,8,21,37,21,30
Female,Dammam,17,21,20,17,66,73,71,68
Female,Qassim,18,6,17,19,80,89,78,83
Female,Dhahran,4,10,21,8,33,38,26,34
Female,Qassim,20,18,17,18,65,75,71,74
Male,Dhahran,10,12,6,4,24,31,27,23
Female,Riyadh,14,14,24,8,60,50,56,51
Female,Dhahran,20,17,20,20,81,73,83,79
Female,Madinah,15,6,7,17,70,79,78,74
Female,Qassim,20,6,23,15,83,91,85,80
Female,Makkah,8,7,18,11,43,45,40,44
Male,Riyadh,14,20,15,5,49,41,48,41
Male,Qassim,15,5,6,7,62,47,55,50
Male,Dhahran,17,18,9,18,78,76,77,78
Male,Jeddah,13,21,7,10,50,45,31,45
Male,Qassim,9,16,23,5,29,21,29,26
Female,Qassim,16,10,13,9,54,62,57,55
Female,Makkah,12,23,12,8,41,41,24,40
Female,Dhahran,17,8,9,21,87,87,98,83
Male,Dammam,19,10,6,11,65,81,76,71
Male,Jeddah,9,5,15,9,56,55,51,52
Male,Makkah,14,20,21,5,38,37,44,33
Female,Riyadh,10,11,16,9,32,23,32,30
Male,Qassim,14,21,20,10,38,32,42,38
Male,Dammam,13,16,25,22,86,71,78,75
Male,Dammam,14,14,20,14,57,51,58,53
Female,Riyadh,21,5,6,21,67,82,73,76
Male,Makkah,9,11,13,11,46,46,30,43
Male,Madinah,15,11,25,9,62,63,60,59
Male,Dhahran,6,23,11,3,28,15,28,16
Female,Makkah,12,8,24,10,63,61,72,54
Male,Jeddah,18,10,12,15,68,62,63,65
Male,Qassim,17,13,7,9,73,53,73,54
Female,Dammam,16,5,13,15,67,66,71,66
Female,Dammam,17,13,17,15,62,56,47,57
Male,Dammam,15,19,19,17,75,90,93,79
Male,Madinah,17,25,17,10,53,59,59,56
Male,Makkah,13,23,21,19,83,82,71,79
Male,Dammam,2,8,21,1,30,21,27,19
Female,Riyadh,3,14,24,7,35,27,39,25
Female,Riyadh,4,22,24,11,23,34,27,30
Female,Makkah,2,13,25,4,32,30,30,26
Male,Dhahran,23,19,12,24,83,79,78,88
Male,Dammam,15,13,7,13,86,74,89,72
Female,Riyadh,15,5,6,13,89,81,90,75
Male,Madinah,12,12,5,18,50,68,58,61
Male,Dammam,7,7,20,7,28,31,46,31
Male,Qassim,1,19,17,3,31,19,24,20
Male,Dammam,3,5,10,3,35,31,36,24
Male,Riyadh,8,25,22,6,21,22,24,23
Female,Madinah,11,23,7,10,58,66,76,59
Female,Dammam,20,15,11,23,77,92,95,88
Male,Madinah,12,17,12,11,46,48,50,48
Male,Riyadh,5,25,15,10,42,37,35,38
Female,Madinah,8,14,19,2,22,28,28,19
Male,Jeddah,12,23,14,14,61,61,55,61
Male,Riyadh,9,25,17,11,25,27,34,31
Male,Dammam,10,18,19,9,27,27,23,29
Male,Makkah,1,5,9,6,20,35,22,22
Male,Dhahran,12,14,12,14,69,78,80,69
Male,Dhahran,5,6,19,6,45,35,37,32
Male,Dhahran,9,24,21,12,22,37,26,35
Male,Dhahran,23,16,24,20,94,90,98,92
Male,Dhahran,11,14,21,17,62,79,72,68
Female,Madinah,19,11,6,12,79,77,78,70
Female,Qassim,16,11,11,13,51,59,52,53
Female,Dammam,13,12,12,15,63,68,62,66
Male,Dammam,3,20,11,9,21,17,12,18
Male,Riyadh,22,17,19,22,95,90,98,91
Female,Qassim,12,9,20,12,74,77,80,69
Female,Makkah,13,15,11,14,47,35,47,41
Male,Madinah,9,9,9,15,45,64,54,54
Male,Dammam,11,12,5,14,48,41,53,45
Male,Riyadh,6,19,6,5,29,31,37,25
Male,Qassim,16,9,25,18,75,85,77,81
Female,Riyadh,14,9,14,12,39,41,42,45
Female,Dhahran,11,21,15,14,53,60,52,56
Female,Makkah,16,23,20,19,87,100,95,91
Female,Qassim,10,7,25,14,48,52,55,50
Male,Riyadh,4,25,8,10,35,31,36,34
Female,Qassim,12,24,13,7,34,27,38,30
Male,Dhahran,2,21,18,9,22,34,26,30
Male,Qassim,14,20,20,14,65,71,60,62
Female,Makkah,18,11,21,24,80,75,78,80
Male,Makkah,5,6,15,12,39,35,29,38
Male,Madinah,25,19,12,17,92,96,88,90
Female,Dhahran,25,15,13,17,100,94,95,94
Female,Dammam,11,6,8,15,58,66,67,61
Male,Makkah,6,22,22,10,58,57,49,53
Female,Riyadh,21,14,18,15,77,70,69,71
Female,Qassim,18,21,8,20,70,64,64,69
Female,Qassim,14,15,17,15,48,58,53,56
Female,Dhahran,12,7,12,12,52,67,53,57
Male,Madinah,18,14,20,12,67,74,76,64
Male,Dammam,8,8,13,5,36,33,35,30
Male,Jeddah,20,7,8,19,88,87,83,85
Female,Madinah,5,22,11,7,23,22,30,19
Male,Dhahran,10,10,14,17,62,57,57,62
Male,Makkah,14,16,16,17,85,78,83,74
Male,Dhahran,9,13,22,9,37,34,43,32
Female,Dhahran,18,6,18,17,75,76,71,73
Female,Madinah,2,5,9,1,18,21,22,12
Female,Madinah,10,22,14,17,44,51,51,48
Male,Dammam,15,17,6,14,94,81,75,77
Female,Qassim,11,19,5,15,63,57,63,58
Male,Dammam,12,12,10,16,41,47,43,46
Male,Madinah,16,12,14,14,84,82,94,79
Male,Riyadh,8,9,13,11,51,42,37,41
Male,Makkah,6,22,17,3,25,37,21,27
Male,Makkah,15,8,17,20,75,69,61,73
Female,Qassim,25,21,8,21,93,90,82,94
Female,Dammam,11,11,9,6,17,28,33,25
Female,Qassim,9,24,17,9,45,49,53,41
Female,Qassim,20,13,21,13,72,77,83,73
Male,Qassim,14,9,12,8,45,35,40,41
Male,Jeddah,16,12,10,16,98,90,96,87
Female,Jeddah,5,16,14,13,39,32,45,37
Male,Makkah,6,23,15,10,46,42,55,43
Female,Madinah,10,21,12,8,56,66,55,51
Male,Riyadh,15,8,15,14,59,60,59,62
Female,Jeddah,9,7,24,8,22,25,16,23
Female,Qassim,14,19,11,14,57,56,39,56
Female,Jeddah,9,8,12,12,60,51,58,53
Male,Dammam,1,17,16,1,22,24,35,15
Male,Dhahran,10,15,5,7,41,35,35,36
Female,Riyadh,10,8,15,7,36,38,44,34
Male,Dhahran,20,20,8,11,81,71,63,68
Female,Riyadh,7,14,18,4,38,31,30,28
Female,Dhahran,20,21,6,13,72,69,80,66
Female,Makkah,12,7,23,9,62,49,60,50
Female,Dhahran,10,18,19,10,21,12,23,24
Female,Dammam,5,6,6,15,48,46,42,48
Male,Qassim,23,8,20,13,73,79,87,75
Female,Dhahran,9,12,19,5,44,35,41,34
Male,Riyadh,17,6,19,18,79,85,88,81
Female,Riyadh,10,12,20,3,18,18,35,16
Male,Jeddah,20,7,10,17,87,85,75,83
Male,Makkah,9,16,22,5,30,26,20,26
Female,Makkah,12,7,15,5,41,46,35,39
Female,Riyadh,7,20,7,11,33,33,35,32
Female,Riyadh,12,10,17,12,55,53,52,50
Female,Madinah,3,12,8,6,46,37,38,34
Male,Dhahran,14,24,24,15,80,75,74,73
Female,Dhahran,19,23,23,20,65,69,64,74
Male,Madinah,2,10,9,7,27,36,33,29
Female,Riyadh,12,12,19,11,67,75,75,65
Male,Riyadh,2,6,9,7,22,26,31,24
Male,Jeddah,2,25,5,10,29,23,28,28
Female,Jeddah,24,24,18,20,75,92,95,85
Male,Madinah,10,5,21,14,68,48,54,54
Female,Qassim,4,20,19,1,24,20,26,15
Female,Dhahran,2,24,11,7,27,31,32,28
Female,Riyadh,11,16,8,6,38,29,25,31
Male,Jeddah,12,21,8,12,28,41,26,39
Female,Qassim,8,18,12,14,64,68,48,62
Male,Madinah,15,17,7,16,67,56,52,64
Female,Dhahran,24,12,11,17,95,94,91,92
Female,Jeddah,12,10,19,9,67,58,58,53
Male,Jeddah,12,5,11,12,67,56,63,59
Male,Jeddah,12,9,6,7,43,57,54,45
Female,Makkah,18,24,24,16,48,62,67,59
Female,Madinah,16,5,12,19,73,77,79,75
Male,Madinah,13,13,18,19,77,78,80,77
Female,Makkah,8,19,16,4,27,15,31,17
Female,Dhahran,13,6,9,12,79,74,78,66
Female,Madinah,17,14,10,19,78,80,89,79
Female,Riyadh,13,10,10,9,58,63,49,54
Female,Qassim,6,15,22,0,32,20,12,20
Male,Dhahran,7,6,17,0,22,27,24,17
Female,Madinah,12,16,9,11,50,41,40,43
Male,Madinah,14,16,19,14,61,59,59,61
Male,Dammam,12,21,13,4,41,33,42,33
Male,Riyadh,25,22,13,18,84,87,93,86
Female,Dhahran,19,13,19,15,80,81,77,76
Male,Qassim,17,17,6,22,82,90,89,83
Male,Dammam,17,7,12,24,87,92,93,92
Male,Madinah,14,20,13,15,53,67,62,61
Male,Dammam,13,22,25,23,76,86,87,80
Male,Jeddah,22,22,20,21,90,72,71,81
Male,Madinah,4,25,25,12,23,25,40,25
Male,Dammam,11,11,11,13,45,54,62,52
Female,Dhahran,6,10,17,16,59,54,46,52
Male,Riyadh,13,22,8,7,36,41,36,37
Male,Qassim,11,16,7,16,54,48,51,54
Female,Dhahran,13,15,11,17,77,81,66,77
Female,Makkah,5,9,16,15,39,52,37,44
Female,Dhahran,15,12,13,5,42,50,53,42
Male,Madinah,18,25,18,14,74,84,82,77
Male,Jeddah,5,16,8,4,30,44,32,28
Male,Makkah,12,20,24,6,47,54,45,42
Female,Makkah,10,17,5,6,31,31,28,32
Male,Madinah,15,16,11,14,89,86,87,82
Male,Qassim,7,15,5,3,23,30,25,21
Male,Dhahran,11,25,20,5,31,34,35,32
Male,Riyadh,20,13,14,15,87,82,78,82
Male,Jeddah,5,10,12,5,29,26,18,23
Male,Jeddah,7,24,18,9,48,47,50,43
Male,Qassim,11,24,22,8,49,49,52,42
Female,Riyadh,15,12,11,17,62,52,61,60
Female,Madinah,13,15,5,11,57,69,66,59
Male,Dhahran,19,12,18,11,66,64,64,61
Male,Makkah,4,21,19,10,22,13,28,21
Male,Makkah,5,15,16,8,29,38,35,33
Male,Dammam,6,11,7,8,34,28,21,29
Male,Dammam,21,8,19,17,82,81,76,80
Female,Qassim,14,20,17,18,82,79,77,74
Male,Dhahran,20,13,25,19,96,81,85,87
Male,Makkah,10,15,10,3,30,26,22,25
Female,Qassim,18,16,18,19,74,74,85,72
Female,Jeddah,10,7,20,14,55,69,54,60
Female,Riyadh,10,13,9,6,55,39,41,39
Female,Dammam,5,13,22,11,36,21,28,27
Female,Riyadh,4,21,11,4,40,26,38,26
Female,Riyadh,17,19,17,11,63,54,63,56
Male,Madinah,15,19,10,22,89,77,75,85
Female,Qassim,5,15,8,0,17,30,30,17
Female,Dhahran,14,19,23,15,49,61,61,55
Male,Dhahran,23,11,25,15,91,91,81,87
Female,Dammam,16,21,7,13,47,62,59,57
Female,Makkah,13,6,8,16,40,45,49,45
Male,Qassim,16,19,14,15,80,67,83,70
Female,Makkah,15,18,11,24,96,89,86,90
Female,Madinah,4,21,8,9,28,34,36,29
Female,Jeddah,13,18,23,19,80,90,75,84
Male,Riyadh,11,25,10,12,68,70,70,65
Male,Dammam,11,16,21,13,54,49,47,52
Female,Makkah,22,21,10,16,81,89,79,82
Female,Jeddah,17,6,22,11,70,64,65,63
Male,Riyadh,14,22,9,18,62,65,50,67
Female,Makkah,14,18,22,14,55,61,57,56
Female,Qassim,14,18,18,11,54,54,52,50
Male,Dammam,17,13,20,23,92,91,91,93
Male,Madinah,13,18,23,16,53,64,63,61
Male,Dhahran,19,6,5,20,74,77,61,79
Male,Jeddah,17,6,8,23,84,75,91,84
Male,Dammam,6,23,20,8,47,44,35,39
Male,Makkah,21,17,16,16,69,76,69,71
Female,Jeddah,6,11,7,9,40,27,37,30
Male,Makkah,13,9,17,15,50,58,53,55
Male,Jeddah,15,11,19,13,63,82,76,71
Female,Makkah,10,16,7,8,39,47,49,40
Female,Riyadh,15,14,23,23,73,89,76,83
Male,Riyadh,17,6,22,15,93,83,92,82
Female,Dhahran,2,14,21,5,37,17,29,22
Female,Madinah,18,17,25,14,71,73,68,67
Female,Makkah,0,9,7,3,25,16,12,17
Female,Qassim,10,20,25,8,52,60,49,51
Female,Dammam,16,5,16,19,78,89,90,84
Male,Dammam,16,19,17,15,80,80,83,73
Male,Makkah,7,12,22,9,49,60,51,50
Male,Qassim,11,7,16,17,70,59,56,65
Female,Jeddah,9,10,15,10,31,25,17,30
Male,Qassim,24,20,10,14,78,93,93,81
Male,Qassim,13,8,11,20,70,86,74,77
Female,Dammam,5,13,8,9,45,28,34,33
Female,Madinah,21,12,13,12,78,67,79,71
Male,Qassim,12,11,10,3,29,35,26,27
Male,Riyadh,3,17,9,7,36,27,26,30
Female,Riyadh,4,13,18,9,15,32,19,23
Female,Jeddah,8,17,24,9,29,31,38,32
Female,Dhahran,12,21,9,10,24,36,25,32
Female,Madinah,16,19,7,9,58,59,60,55
Female,Riyadh,11,21,16,16,49,60,50,54
Male,Makkah,12,21,16,5,21,40,38,30
Female,Makkah,19,24,18,15,56,64,68,60
Female,Dammam,20,7,9,13,72,68,57,69
Male,Dammam,23,19,13,20,88,75,73,80
Male,Jeddah,10,11,24,17,56,67,72,64
Female,Dammam,12,19,13,21,80,70,66,74
Female,Dammam,17,6,23,8,44,53,45,45
Male,Jeddah,10,15,14,7,31,42,28,34
Female,Madinah,20,11,7,14,76,88,83,78
Male,Dhahran,21,12,15,13,70,81,83,74
Male,Dammam,14,9,6,18,75,74,67,71
Male,Dammam,24,25,25,18,78,77,79,79
Male,Madinah,12,18,25,12,52,42,37,47
Male,Madinah,4,5,20,7,37,46,48,33
Male,Riyadh,15,6,21,7,47,60,53,48
Male,Jeddah,19,18,20,24,85,94,90,93
Male,Qassim,23,11,21,16,92,83,79,82
Male,Makkah,5,17,5,4,20,27,20,23
Male,Madinah,13,20,10,10,34,37,34,37
Male,Dhahran,25,22,21,21,82,89,84,88
Male,Dammam,7,24,24,17,61,61,47,62
Male,Riyadh,8,8,8,5,30,34,41,28
Female,Dhahran,17,5,10,21,75,62,81,71
Male,Qassim,9,5,8,12,58,63,45,56
Female,Dammam,12,8,18,6,45,40,40,36
Female,Riyadh,10,24,22,18,59,70,56,64
Male,Madinah,12,19,25,16,44,46,47,51
Male,Jeddah,22,24,23,19,77,71,76,77
Female,Qassim,22,13,8,15,92,97,85,90
Female,Riyadh,5,5,15,3,28,34,43,27
Male,Dammam,18,5,5,22,81,80,78,84
Female,Dammam,12,9,5,15,57,64,68,62
Male,Qassim,10,24,22,15,56,59,49,56
Male,Madinah,16,20,20,19,82,82,79,78
Female,Madinah,7,5,9,17,60,64,53,61
Male,Madinah,14,12,12,16,82,68,77,72
Female,Jeddah,16,23,5,15,73,66,63,67
Male,Jeddah,16,8,21,15,56,61,62,61
Female,Jeddah,14,10,20,13,61,68,68,64
Male,Jeddah,22,7,8,25,92,86,87,89
Male,Riyadh,13,18,20,8,49,44,56,45
Female,Qassim,16,24,25,10,54,42,43,44
Female,Dhahran,14,7,16,14,39,35,43,41
Male,Jeddah,2,12,12,5,29,26,22,22
Male,Qassim,13,14,7,15,62,65,65,62
Male,Dhahran,18,18,12,13,80,74,77,74
Female,Makkah,12,8,20,11,44,54,38,47
Male,Jeddah,5,15,25,8,18,34,35,28
Male,Jeddah,15,16,9,22,85,78,86,83
Male,Madinah,8,13,24,6,32,35,48,33
Female,Dammam,12,19,13,4,22,27,37,27
Female,Madinah,8,12,9,8,34,29,45,30
Male,Riyadh,13,14,8,14,77,74,73,67
Male,Dammam,20,21,10,17,77,66,74,71
Male,Jeddah,24,12,25,14,91,85,81,84
Female,Dammam,8,16,10,9,27,31,12,30
Female,Dammam,12,20,5,7,51,48,54,43
Female,Qassim,10,9,17,17,77,67,71,69
Male,Jeddah,24,14,18,21,79,78,85,83
Female,Jeddah,19,16,16,13,72,74,71,71
Female,Madinah,16,8,10,19,85,94,84,84
Male,Riyadh,11,17,8,17,68,70,63,65
Female,Madinah,13,18,16,10,70,60,73,60
Female,Qassim,0,8,21,3,22,15,31,13
Female,Madinah,17,12,15,16,73,66,75,66
Male,Makkah,1,22,14,1,31,16,14,13
Female,Jeddah,19,21,11,25,99,98,92,97
Male,Dhahran,15,8,10,24,85,94,88,92
Male,Jeddah,7,17,21,11,45,52,50,46
Female,Makkah,6,20,9,13,59,39,48,46
Female,Dhahran,6,9,15,4,33,23,24,26
Male,Dhahran,6,11,12,11,40,54,44,44
Female,Madinah,13,16,7,13,64,66,58,59
Male,Qassim,14,16,10,22,77,91,77,84
Male,Jeddah,2,7,7,9,17,21,25,23
Male,Madinah,20,18,23,14,80,70,82,71
Male,Madinah,19,20,10,15,53,55,69,55
Male,Dammam,8,16,5,10,59,49,57,49
Male,Qassim,15,11,13,20,84,74,81,77
Male,Makkah,17,13,13,20,88,88,86,83
Male,Makkah,11,7,5,11,68,80,75,64
Female,Qassim,14,14,25,18,76,80,74,78
Male,Qassim,7,15,5,15,42,57,56,47
Male,Dhahran,15,19,6,13,68,70,70,67
Female,Riyadh,10,8,23,4,35,46,33,37
Female,Makkah,10,10,23,11,35,29,30,33
Male,Dammam,1,9,20,6,34,22,17,25
Male,Madinah,17,14,13,15,89,83,91,78
Female,Dhahran,7,22,16,6,22,23,24,25
Male,Makkah,14,23,6,15,84,78,74,77
Male,Dhahran,7,15,16,8,39,41,39,36
Male,Makkah,9,15,18,9,52,35,47,38
Male,Madinah,11,25,16,15,47,52,35,48
Female,Dammam,10,13,25,18,52,57,67,54
Male,Dammam,11,12,10,19,71,74,74,68
Male,Makkah,12,24,19,14,60,63,67,60
Male,Makkah,0,18,8,5,29,14,13,17
Male,Jeddah,15,25,9,18,68,80,80,71
Male,Madinah,13,5,9,7,29,37,41,31
Male,Dammam,22,25,5,24,95,94,88,94
Male,Qassim,18,5,5,9,59,65,48,56
Female,Makkah,7,6,23,8,59,50,61,49
Female,Jeddah,16,14,24,9,46,52,56,50
Female,Riyadh,19,20,21,10,69,57,61,62
Female,Riyadh,20,23,14,12,67,64,59,62
Male,Riyadh,12,7,18,5,35,39,34,31
Female,Makkah,13,21,17,19,73,54,73,62
Male,Qassim,12,13,6,17,71,65,73,65
Male,Makkah,13,10,17,14,44,57,47,50
Female,Jeddah,13,13,18,19,83,86,73,80
Female,Dhahran,10,19,14,2,37,34,36,31
Male,Makkah,13,25,21,20,73,76,82,73
Female,Riyadh,5,21,18,8,26,28,28,24
Female,Dammam,19,20,6,10,59,68,69,61
Female,Madinah,9,21,5,10,34,31,41,32
Male,Jeddah,14,15,5,20,94,84,90,83
Female,Makkah,12,9,25,20,68,74,58,70
Male,Dammam,9,10,18,10,72,59,68,54
Male,Madinah,11,7,8,14,60,63,53,59
Female,Madinah,15,5,25,18,69,56,63,65
Male,Makkah,21,10,23,24,76,82,95,82
Male,Dammam,11,9,20,12,78,79,68,72
Female,Makkah,7,15,23,16,53,50,64,49
Female,Dhahran,10,23,7,10,62,65,70,56
Female,Dhahran,4,12,18,11,34,39,41,35
Male,Riyadh,20,14,18,21,82,73,75,77
Female,Riyadh,10,13,13,12,60,60,59,56
Male,Qassim,15,11,5,18,68,69,69,68
Female,Jeddah,7,23,14,13,59,53,49,53
Female,Riyadh,1,11,19,10,19,19,19,21
Female,Madinah,4,21,10,3,24,33,28,24
Female,Makkah,8,21,24,13,46,45,38,43
Female,Dammam,17,12,21,17,70,62,61,68
Male,Madinah,23,18,14,23,87,91,86,94
Male,Dhahran,14,16,23,12,72,54,64,56
Female,Makkah,11,11,18,18,62,58,60,60
Male,Qassim,12,6,15,16,49,49,53,50
Female,Dammam,11,14,22,11,58,73,73,60
Male,Dammam,21,23,22,14,66,80,77,74
Female,Dhahran,13,22,24,15,76,58,72,61
Male,Riyadh,10,6,14,12,34,46,42,43
Male,Dhahran,22,7,13,23,92,96,90,97
Male,Dhahran,15,15,24,16,99,95,95,85
Female,Riyadh,18,5,24,17,79,71,63,75
Female,Jeddah,10,23,18,10,44,37,37,42
Male,Riyadh,17,11,24,23,82,88,72,83
Male,Qassim,9,25,17,5,27,27,12,24
Male,Jeddah,11,7,19,17,49,67,60,61
Female,Qassim,4,16,18,10,34,27,28,29
Male,Makkah,6,23,20,10,36,42,43,37
Male,Madinah,15,8,10,19,63,77,74,72
Female,Jeddah,7,18,14,13,32,36,36,37
Female,Riyadh,4,8,10,1,32,23,26,18
Female,Makkah,7,22,23,17,61,50,52,53
Male,Dammam,10,14,16,11,37,30,24,38
Female,Jeddah,5,17,5,3,18,20,28,18
Female,Riyadh,10,9,19,1,30,22,24,24
Male,Makkah,24,5,25,15,95,78,81,82
Male,Qassim,11,10,17,5,36,52,53,42
Female,Makkah,11,10,5,9,26,25,38,26
Male,Dhahran,11,17,22,11,40,45,51,41
Female,Dhahran,12,19,6,18,62,73,66,68
Female,Dhahran,9,6,10,16,59,45,49,53
Male,Makkah,15,12,24,7,56,51,50,46
Male,Madinah,10,12,9,6,39,41,45,36
Male,Madinah,21,18,10,22,72,76,71,80
Female,Dhahran,18,11,18,13,76,78,78,70
Male,Madinah,4,13,5,3,28,29,31,23
Male,Dammam,16,18,21,17,84,85,87,78
Female,Jeddah,5,14,25,1,17,37,30,19
Male,Qassim,7,21,21,4,29,37,25,31
Female,Jeddah,6,22,23,9,45,40,28,39
Male,Makkah,6,9,24,5,30,20,20,21
Female,Qassim,21,20,15,22,72,85,66,82
Female,Jeddah,14,12,21,21,87,90,91,84
Female,Qassim,11,8,25,12,55,42,45,44
Female,Qassim,19,5,21,12,70,69,72,67
Female,Qassim,10,25,25,14,60,56,50,54
Male,Qassim,6,18,5,12,25,29,37,33
Male,Riyadh,6,6,12,13,53,59,54,52
Female,Madinah,10,13,24,10,52,67,57,57
Female,Makkah,18,13,16,17,68,79,71,72
Female,Makkah,12,8,21,15,55,59,59,59
Male,Qassim,15,21,20,13,49,52,57,49
Female,Qassim,6,9,12,12,54,56,54,50
Female,Madinah,7,15,20,8,37,40,37,37
Female,Qassim,9,18,9,7,13,13,18,14
Male,Riyadh,13,9,19,16,68,76,76,72
Female,Dammam,14,15,23,19,72,83,79,75
Female,Dhahran,6,9,16,10,31,32,17,33
Female,Qassim,5,9,6,3,39,26,41,28
Male,Jeddah,19,16,23,14,73,79,86,73
Male,Dammam,14,19,6,18,76,85,71,79
Male,Dhahran,21,17,20,20,77,76,82,77
Male,Riyadh,18,9,10,19,90,90,82,85
Female,Madinah,11,16,12,8,30,35,49,33
Male,Dhahran,14,24,8,11,58,51,49,50
Female,Madinah,7,12,15,13,47,53,47,51
Female,Makkah,17,16,9,15,86,86,86,77
Male,Makkah,11,21,11,19,65,70,59,66
Female,Jeddah,17,25,9,17,88,89,76,84
Female,Qassim,17,10,15,15,82,76,75,72
Female,Makkah,21,11,24,15,77,82,72,76
Female,Dhahran,9,9,23,5,15,21,23,20
Female,Madinah,9,8,25,10,26,24,39,28
Male,Qassim,21,8,17,18,86,76,80,81
Female,Dammam,16,25,11,18,59,73,76,65
Female,Riyadh,11,17,14,11,36,27,33,32
Female,Madinah,14,15,11,17,55,62,73,63
Male,Qassim,17,13,19,12,57,51,53,54
Male,Makkah,17,13,20,15,49,64,57,59
Female,Madinah,1,8,24,2,22,17,35,11
Female,Dhahran,23,24,24,13,89,83,74,81
Female,Makkah,15,17,23,13,39,56,56,49
Male,Madinah,20,12,15,15,68,71,57,72
Male,Dhahran,10,25,16,11,49,48,63,47
Female,Makkah,5,16,11,7,32,44,49,36
Male,Dammam,14,25,6,16,55,47,57,55
Female,Dhahran,8,10,17,4,22,21,23,17
Male,Jeddah,21,13,24,12,77,82,84,72
Male,Madinah,22,7,14,16,72,78,86,74
Female,Dammam,17,12,11,23,94,85,95,87
Male,Jeddah,2,19,19,10,18,27,36,23
Female,Makkah,8,20,8,6,50,46,47,39
Female,Qassim,14,22,24,24,82,78,86,83
Female,Dhahran,6,22,8,4,24,15,20,15
Female,Dammam,8,5,23,3,24,30,26,24
Male,Makkah,16,22,7,15,79,68,86,68
Female,Jeddah,8,11,22,6,27,22,26,23
Male,Riyadh,7,17,15,8,32,32,15,30
Female,Makkah,11,7,23,9,33,27,27,32
Female,Madinah,11,7,9,1,34,33,23,27
Female,Jeddah,14,14,11,19,81,83,83,82
Male,Riyadh,21,16,19,22,83,68,82,76
Female,Dhahran,8,7,22,11,22,29,37,28
Male,Madinah,9,15,23,4,31,17,26,20
Male,Riyadh,13,22,9,18,67,80,79,71
Female,Madinah,6,5,8,9,40,42,47,38
Female,Riyadh,7,20,10,14,34,49,48,45
Male,Madinah,15,5,12,14,59,49,56,55
Female,Dammam,12,7,6,17,71,86,82,77
Male,Riyadh,14,16,15,13,74,75,77,66
Female,Riyadh,17,7,14,9,63,57,60,58
Female,Riyadh,13,19,21,17,65,57,50,63
Female,Makkah,14,7,16,13,67,69,65,67
Female,Dammam,10,19,15,4,21,35,30,28
Male,Riyadh,8,21,11,7,36,47,35,38
Female,Jeddah,15,7,5,11,44,50,58,45
Female,Dhahran,13,8,21,14,48,48,43,52
Male,Dammam,11,14,8,10,52,69,52,58
Male,Jeddah,4,14,20,5,35,24,32,23
Female,Madinah,1,17,18,4,28,12,17,15
Male,Dhahran,3,5,24,9,30,46,33,38
Female,Dhahran,10,5,17,9,47,62,57,51
Male,Makkah,8,8,17,7,31,12,27,20
Male,Dhahran,8,8,19,10,50,44,44,45
Male,Makkah,9,20,6,12,54,52,52,53
Female,Jeddah,17,13,22,21,82,98,98,90
Male,Riyadh,8,14,20,7,54,50,44,42
Male,Riyadh,17,19,20,13,52,53,66,56
Female,Madinah,12,17,25,10,30,31,49,34
Male,Dammam,22,22,8,17,82,91,76,86
Female,Makkah,16,15,12,19,88,92,82,84
Male,Dhahran,17,12,23,17,58,55,44,60
Male,Riyadh,22,15,5,18,85,76,75,78
Male,Qassim,12,13,16,14,32,42,42,44
